,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,New_Status
1701,363593,Comcast Xfinity barely ever works and speed sucks,2015-06-24,24-Jun-15,10:18:11 PM,Internet,Rohnert Park,California,94928,Solved,No,June,Closed
1702,322276,Email transfer/ problems,2015-06-03,06-Mar-15,8:15:06 PM,Internet,Rolling Meadows,Illinois,60008,Closed,No,June,Closed
1703,320264,cramming charges on my phone/internet bill,2015-06-03,06-Mar-15,6:27:09 AM,Internet,Rome,Georgia,30161,Solved,No,June,Closed
1704,361980,Throttled Internet Speeds,2015-06-24,24-Jun-15,1:44:55 PM,Internet,Roseville,California,95661,Pending,No,June,Open
1705,365185,Comcast billing problem,2015-06-25,25-Jun-15,1:56:48 PM,Internet,Roseville,Michigan,48066,Solved,No,June,Closed
1706,222735,Comcast Over Charges with No Notification,2015-04-07,04-Jul-15,6:47:12 PM,Internet,Roswell,Georgia,30076,Closed,No,April,Closed
1707,351135,Internet Availability,2015-06-19,19-Jun-15,9:56:37 AM,Internet,Roswell,Georgia,30075,Closed,Yes,June,Closed
1708,371928,Comcast Internet usage caps,2015-06-29,29-Jun-15,11:55:58 AM,Internet,Roswell,Georgia,30075,Solved,No,June,Closed
1709,280344,Comcast Service and Billing Issues,2015-05-08,05-Aug-15,1:41:07 PM,Internet,Round Lake Beach,Illinois,60073,Closed,No,May,Closed
1710,359822,Internet Outages,2015-06-23,23-Jun-15,7:07:14 PM,Internet,Round Lake Beach,Illinois,60073,Solved,No,June,Closed
1711,335619,Comcast Internet - Horrible Customer Service,2015-06-11,06-Nov-15,6:03:18 PM,Customer Care Call,Roxbury,Massachusetts,2119,Solved,No,June,Closed
1712,244304,Comcast's customer service is awful,2015-04-20,20-Apr-15,10:55:01 AM,Internet,Royal Oak,Michigan,48067,Closed,No,April,Closed
1713,252363,Manipulative billing issue,2015-04-23,23-Apr-15,12:53:51 PM,Internet,Royal Oak,Michigan,48067,Closed,No,April,Closed
1714,262918,Comcast Advertised Wifi Internet speed not provided False Advertisment,2015-04-28,28-Apr-15,8:27:51 PM,Customer Care Call,Royal Oak,Michigan,48067,Closed,No,April,Closed
1715,361212,Comcast's Internet is Slower Than What I Pay For,2015-06-24,24-Jun-15,10:33:42 AM,Internet,Royal Oak,Michigan,48073,Open,No,June,Open
1716,294188,Bad Practices,2015-05-17,17-May-15,7:50:43 PM,Customer Care Call,Royal Palm Beach,Florida,33411,Solved,No,May,Closed
1717,306039,Over billing Comcast,2015-05-25,25-May-15,4:43:43 PM,Customer Care Call,Royal Palm Beach,Florida,33411,Open,No,May,Open
1718,363286,refusal to rectify,2015-06-24,24-Jun-15,7:32:53 PM,Customer Care Call,Royal Palm Beach,Florida,33411,Solved,No,June,Closed
1719,213537,Comcast,2015-04-02,04-Feb-15,9:05:56 AM,Internet,Rumford,Rhode Island,2916,Closed,Yes,April,Closed
1720,275479,Cable availability,2015-05-06,05-Jun-15,10:26:49 AM,Internet,Rural Valley,Pennsylvania,16249,Closed,No,May,Closed
1721,213725,Data usage with Comcast,2015-04-02,04-Feb-15,10:52:38 AM,Internet,Rydal,Georgia,30171,Closed,No,April,Closed
1722,231133,Billing Dispute,2015-04-12,04-Dec-15,11:34:46 AM,Internet,Sacramento,California,95838,Closed,No,April,Closed
1723,238470,re complain against comcast email and telephone for home service,2015-04-16,16-Apr-15,12:32:03 AM,Internet,Sacramento,California,95828,Closed,No,April,Closed
1724,274654,False Service,2015-05-05,05-May-15,5:41:00 PM,Customer Care Call,Sacramento,California,95841,Solved,No,May,Closed
1725,286377,Misinformed Over and Over Again,2015-05-12,05-Dec-15,5:37:11 PM,Customer Care Call,Sacramento,California,95823,Solved,No,May,Closed
1726,313938,Comcast/Xfinity,2015-05-29,29-May-15,3:52:31 PM,Internet,Sacramento,California,95829,Solved,No,May,Closed
1727,339611,Comcast blocking HBOGO on Playstation 4 Consoles,2015-06-13,13-Jun-15,10:34:53 PM,Customer Care Call,Sacramento,California,95823,Open,No,June,Open
1728,354734,Comcast Internet Online Streaming,2015-06-21,21-Jun-15,4:08:09 PM,Customer Care Call,Sacramento,California,95829,Solved,No,June,Closed
1729,362180,False Information Given Just To Get Me Set Up Service,2015-06-24,24-Jun-15,2:33:57 PM,Internet,Sacramento,California,95825,Solved,No,June,Closed
1730,360778,Comcast speed throttling internet,2015-06-24,24-Jun-15,2:41:23 AM,Customer Care Call,Sacramento,California,95828,Pending,No,June,Open
1731,367371,Possible throttle,2015-06-26,26-Jun-15,4:40:18 AM,Customer Care Call,Sacramento,California,95826,Pending,No,June,Open
1732,373782,throttling and disconnections,2015-06-29,29-Jun-15,10:15:02 PM,Customer Care Call,Sacramento,California,95828,Pending,Yes,June,Open
1733,287937,Internet offer rescinded,2015-05-13,13-May-15,2:37:25 PM,Internet,Sacremento,California,95841,Solved,No,May,Closed
1734,339548,Internet Throttling,2015-06-13,13-Jun-15,9:21:20 PM,Internet,Saint Albans,Vermont,5478,Open,No,June,Open
1735,361124,Comcast,2015-06-24,24-Jun-15,10:05:59 AM,Internet,Saint Anthony,Minnesota,55418,Solved,No,June,Closed
1736,276683,comcast are crooks,2015-05-06,05-Jun-15,4:32:18 PM,Internet,Saint Cloud,Florida,34771,Closed,No,May,Closed
1737,357746,Comcast price increase not in line with advertisement,2015-06-23,23-Jun-15,10:59:51 AM,Customer Care Call,Saint Paul,Minnesota,55108,Open,No,June,Open
1738,235807,Comcast internet service,2015-04-14,14-Apr-15,7:36:44 PM,Internet,Salem,Massachusetts,1970,Closed,No,April,Closed
1739,222366,intermittant phone and internet,2015-04-07,04-Jul-15,4:42:53 PM,Customer Care Call,Salem,New Hampshire,3079,Closed,No,April,Closed
1740,326985,Comcast ETF charge,2015-06-06,06-Jun-15,4:29:43 PM,Internet,Salem,Oregon,97301,Solved,No,June,Closed
1741,262660,Being charged for a technician fee,2015-04-28,28-Apr-15,6:49:13 PM,Customer Care Call,Salinas,California,93906,Closed,No,April,Closed
1742,311883,Comcast Internet Service,2015-05-28,28-May-15,3:35:20 PM,Customer Care Call,Saline,Michigan,48176,Open,No,May,Open
1743,255516,availabilty,2015-04-24,24-Apr-15,2:34:07 PM,Customer Care Call,Salisbury,Maryland,21804,Closed,No,April,Closed
1744,344563,Internet,2015-06-16,16-Jun-15,9:18:26 PM,Customer Care Call,Salisbury,Maryland,21801,Solved,No,June,Closed
1745,233296,Unauthorized 2-Year Contract With Comcast,2015-04-13,13-Apr-15,6:45:12 PM,Internet,Salt Lake City,Utah,84105,Closed,No,April,Closed
1746,226023,Unwanted Email with no opt out options,2015-04-09,04-Sep-15,11:31:22 AM,Customer Care Call,Salt Lake City,Utah,84108,Closed,No,April,Closed
1747,253290,Waive the Reoccuring charges,2015-04-23,23-Apr-15,4:21:23 PM,Customer Care Call,Salt Lake City,Utah,84102,Closed,No,April,Closed
1748,261940,Difficulty with internet speeds,2015-04-28,28-Apr-15,3:17:06 PM,Internet,Salt Lake City,Utah,84110,Closed,No,April,Closed
1749,279007,Comcast move,2015-05-07,05-Jul-15,5:36:43 PM,Internet,Salt Lake City,Utah,84115,Open,No,May,Open
1750,359071,Monopolistic Billing,2015-06-23,23-Jun-15,3:50:04 PM,Customer Care Call,Salt Lake City,Utah,84116,Solved,No,June,Closed
1751,359367,Uncompetitive pricing of Comcast Internet services,2015-06-23,23-Jun-15,4:55:57 PM,Customer Care Call,Salt Lake City,Utah,84102,Solved,No,June,Closed
1752,360219,Comcast forced me into a contract,2015-06-23,23-Jun-15,9:35:25 PM,Internet,Salt Lake City,Utah,84106,Solved,No,June,Closed
1753,363567,Comcast,2015-06-24,24-Jun-15,10:01:10 PM,Customer Care Call,Salt Lake City,Utah,84102,Solved,No,June,Closed
1754,264258,Repeated installation issue with Comcast Internet service,2015-04-29,29-Apr-15,2:14:17 PM,Internet,Sammamish,Washington,98075,Closed,Yes,April,Closed
1755,242509,Ecobill discount,2015-04-17,17-Apr-15,9:33:00 PM,Internet,San Francisco,California,94122,Closed,No,April,Closed
1756,245779,Horrible customer service from Comcast,2015-04-20,20-Apr-15,6:45:21 PM,Internet,San Francisco,California,94121,Closed,No,April,Closed
1757,242571,Comcast Internet,2015-04-17,17-Apr-15,11:00:15 PM,Internet,San Francisco,California,94111,Closed,No,April,Closed
1758,268669,Comcast,2015-05-01,05-Jan-15,1:29:58 PM,Internet,San Francisco,California,94114,Solved,No,May,Closed
1759,281353,Comcast/Xfinity: Poor internet connection speed and poor customer service,2015-05-08,05-Aug-15,8:45:17 PM,Customer Care Call,San Francisco,California,94114,Closed,No,May,Closed
1760,308648,I pay for 25Mbps internet but get less than 3Mbps,2015-05-27,27-May-15,1:55:13 AM,Internet,San Francisco,California,94114,Open,No,May,Open
1761,328364,Comcast - Billing for service that they cannot provide,2015-06-08,06-Aug-15,1:25:40 PM,Internet,San Francisco,California,94127,Solved,No,June,Closed
1762,331768,Comcast Illegally Introduces Service Fees Without Notice or Customer Consent,2015-06-09,06-Sep-15,9:40:24 PM,Internet,San Francisco,California,94118,Solved,No,June,Closed
1763,333882,Comcast changed my package and wants me to pay more,2015-06-10,06-Oct-15,8:52:41 PM,Customer Care Call,San Francisco,California,94109,Solved,No,June,Closed
1764,352492,Comcast throttling or otherwise under-delivering internet service.,2015-06-19,19-Jun-15,4:17:28 PM,Customer Care Call,San Francisco,California,94109,Open,No,June,Open
1765,359857,Comcast refuses to lower my bill to prevoius agreement,2015-06-23,23-Jun-15,7:16:25 PM,Customer Care Call,San Francisco,California,94122,Solved,No,June,Closed
1766,359987,Billing and deceitful practices by Comcast,2015-06-23,23-Jun-15,7:58:50 PM,Internet,San Francisco,California,94112,Solved,No,June,Closed
1767,361965,Unfair Billing Practices engaged by Comcast/XFinity,2015-06-24,24-Jun-15,1:39:33 PM,Customer Care Call,San Francisco,California,94116,Solved,No,June,Closed
1768,362015,"Comcast overcharging, despite regular calls and agreed upon price",2015-06-24,24-Jun-15,1:52:19 PM,Customer Care Call,San Francisco,California,94123,Solved,No,June,Closed
1769,362908,Unclear Quoted Speeds and Prices,2015-06-24,24-Jun-15,5:19:35 PM,Internet,San Francisco,California,94107,Solved,Yes,June,Closed
1770,362981,Comcast billing practices,2015-06-24,24-Jun-15,5:41:38 PM,Customer Care Call,San Francisco,California,94117,Solved,Yes,June,Closed
1771,360757,Internet Issues With Comcast,2015-06-24,24-Jun-15,2:23:18 AM,Customer Care Call,San Francisco,California,94117,Solved,No,June,Closed
1772,363743,Internet speed,2015-06-25,25-Jun-15,12:45:43 AM,Customer Care Call,San Francisco,California,94114,Open,No,June,Open
1773,368787,Awful Internet,2015-06-26,26-Jun-15,4:24:07 PM,Customer Care Call,San Francisco,California,94110,Pending,No,June,Open
1774,375439,Being charged incorrect price,2015-06-30,30-Jun-15,4:31:30 PM,Internet,San Francisco,California,94158,Solved,No,June,Closed
1775,220289,False billing,2015-04-06,04-Jun-15,5:46:04 PM,Customer Care Call,San Jose,California,95131,Closed,Yes,April,Closed
1776,226118,Postal Mail Ticket - #0057,2015-04-09,04-Sep-15,11:47:10 AM,Customer Care Call,San Jose,California,95131,Closed,Yes,April,Closed
1777,241909,Comcast Xfinity Charges Consumer for Troubleshooting/Fixing its Own Problems,2015-04-17,17-Apr-15,3:58:33 PM,Internet,San Jose,California,95120,Closed,No,April,Closed
1778,224872,recent hacking of email account,2015-04-08,04-Aug-15,5:02:42 PM,Customer Care Call,San Jose,California,95125,Closed,No,April,Closed
1779,231549,Comcast Billing,2015-04-13,13-Apr-15,3:13:19 AM,Customer Care Call,San Jose,California,95112,Closed,No,April,Closed
1780,255243,Internet service termination,2015-04-24,24-Apr-15,1:22:00 PM,Customer Care Call,San Jose,California,95148,Closed,No,April,Closed
1781,270077,Unnecessary charge by Comcast for technician visit,2015-05-02,05-Feb-15,2:21:09 PM,Customer Care Call,San Jose,California,95113,Closed,No,May,Closed
1782,282772,"RACIST CUSTOMER SERVICE FROM MANAGER SONIA AND EMPLOYEE ADRIANA COMCAST LOCATION ""999 Edgewater Blvd, Foster City, CA 94404""",2015-05-10,05-Oct-15,11:05:18 PM,Internet,San Jose,California,95123,Solved,No,May,Closed
1783,318183,Fraudulent use of credit card and credit card information,2015-06-02,06-Feb-15,6:29:07 AM,Customer Care Call,San Jose,California,95134,Closed,No,June,Closed
1784,325969,Reporting Comcast's Various Problems,2015-06-05,06-May-15,5:02:43 PM,Customer Care Call,San Jose,California,95134,Closed,No,June,Closed
1785,349454,Comcast Billing Complaint,2015-06-18,18-Jun-15,3:22:54 PM,Customer Care Call,San Jose,California,95129,Open,Yes,June,Open
1786,348118,Postal Mail Ticket #2334,2015-06-18,18-Jun-15,10:15:18 AM,Customer Care Call,San Jose,California,95129,Open,Yes,June,Open
1787,358465,Double billing,2015-06-23,23-Jun-15,1:52:47 PM,Customer Care Call,San Jose,California,95136,Solved,No,June,Closed
1788,359252,Refund issues,2015-06-23,23-Jun-15,4:29:21 PM,Customer Care Call,San Jose,California,95132,Solved,No,June,Closed
1789,360274,Price Increase,2015-06-23,23-Jun-15,9:58:56 PM,Customer Care Call,San Jose,California,95112,Open,No,June,Open
1790,359652,Comcast Unfair Product Bundling,2015-06-23,23-Jun-15,6:08:45 PM,Internet,San Jose,California,95126,Solved,No,June,Closed
1791,359923,Comcast not refunding deposit for cancelled Internet,2015-06-23,23-Jun-15,7:35:09 PM,Customer Care Call,San Jose,California,95135,Solved,No,June,Closed
1792,360797,Comcast artificially inflating prices of Internet only services,2015-06-24,24-Jun-15,3:15:47 AM,Customer Care Call,San Jose,California,95126,Open,No,June,Open
1793,360606,Extremely slow internet and no aid from Comcast,2015-06-24,24-Jun-15,12:11:41 AM,Customer Care Call,San Jose,California,95120,Solved,Yes,June,Closed
1794,363769,Throttling/drastic reduction of speeds,2015-06-25,25-Jun-15,2:04:32 AM,Internet,San Jose,California,95121,Solved,Yes,June,Closed
1795,275947,Comcast FRAUD,2015-05-06,05-Jun-15,1:04:24 PM,Customer Care Call,San Leandro,California,94579,Closed,No,May,Closed
1796,360756,Comcast forces rep visit then goes back on their promise,2015-06-24,24-Jun-15,2:23:10 AM,Customer Care Call,San Leandro,California,94578,Solved,No,June,Closed
1797,236729,COMCAST DENIES PROVIDING OFFERED SERVICE,2015-04-15,15-Apr-15,11:38:40 AM,Customer Care Call,San Mateo,California,94404,Closed,No,April,Closed
1798,338467,Cable internet unavailable,2015-06-12,06-Dec-15,9:18:18 PM,Internet,San Mateo,California,94402,Closed,No,June,Closed
1799,360209,unfair pricing and raising of pricing and charging without permission,2015-06-23,23-Jun-15,9:31:05 PM,Customer Care Call,San Mateo,California,94403,Solved,No,June,Closed
1800,369601,Concern about Comcast Internet Modem Billing Practices,2015-06-27,27-Jun-15,2:40:23 AM,Customer Care Call,San Mateo,California,94401,Solved,No,June,Closed
1801,370302,Unfair fees?,2015-06-27,27-Jun-15,5:33:51 PM,Customer Care Call,San Mateo,California,94403,Solved,No,June,Closed
1802,364260,Slow Internet speed,2015-06-25,25-Jun-15,11:20:19 AM,Customer Care Call,San Rafael,California,94901,Open,No,June,Open
1803,370299,Comcast changes bill prices without my consent,2015-06-27,27-Jun-15,5:33:17 PM,Internet,San Rafael,California,94903,Open,No,June,Open
1804,258662,false claims of internet speed tier,2015-04-27,27-Apr-15,11:58:32 AM,Internet,San Ramon,California,94582,Closed,No,April,Closed
1805,329234,"Poor Interent Connection-equipment failure, slow speed",2015-06-08,06-Aug-15,6:14:04 PM,Internet,San Ramon,California,94583,Closed,No,June,Closed
1806,334953,Comcast False & Misleading sale practice,2015-06-11,06-Nov-15,2:13:07 PM,Internet,San Ramon,California,94582,Solved,No,June,Closed
1807,345891,misleading sales practice and advertising,2015-06-17,17-Jun-15,2:17:34 PM,Internet,San Ramon,California,94582,Closed,No,June,Closed
1808,362791,"Comcast sold me a ""package"" knowing it wouldn't work for me, and proceeded to charge me more and attempt to tack on fees for their mistake",2015-06-24,24-Jun-15,4:49:19 PM,Customer Care Call,San Ramon,California,94582,Open,No,June,Open
1809,360597,Comcast bill way too high for such slow speeds,2015-06-24,24-Jun-15,12:09:01 AM,Customer Care Call,Sandy,Utah,84094,Open,No,June,Open
1810,240275,Comcast blocking HBO GO access on Playstation 4,2015-04-16,16-Apr-15,6:13:05 PM,Customer Care Call,Sandy Springs,Georgia,30350,Closed,No,April,Closed
1811,298256,"Comcast Xfinity Data Cap in Atlanta, GA",2015-05-19,19-May-15,9:25:48 PM,Customer Care Call,Sandy Springs,Georgia,30342,Solved,No,May,Closed
1812,363682,Comcast Data Caps,2015-06-24,24-Jun-15,11:34:14 PM,Internet,Sandy Springs,Georgia,30328,Pending,No,June,Open
1813,367260,Comcast ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost.,2015-06-25,25-Jun-15,11:12:23 PM,Internet,Sandy Springs,Georgia,31150,Open,No,June,Open
1814,220760,Being Charged for High Speed Internet and Services are not Rendered,2015-04-06,04-Jun-15,9:59:05 PM,Internet,Sanger,California,93657,Closed,No,April,Closed
1815,342274,Internet unreliable,2015-06-15,15-Jun-15,8:12:55 PM,Internet,Sanger,California,93657,Open,No,June,Open
1816,359280,Price of Internet service,2015-06-23,23-Jun-15,4:36:53 PM,Customer Care Call,Santa Clara,California,95051,Open,No,June,Open
1817,359993,closed account,2015-06-23,23-Jun-15,8:00:05 PM,Internet,Santa Clara,California,95051,Solved,No,June,Closed
1818,360705,Comcast inflated internet pricing,2015-06-24,24-Jun-15,1:23:10 AM,Internet,Santa Clara,California,95054,Open,No,June,Open
1819,360684,Expensive Internet Service for average speed,2015-06-24,24-Jun-15,1:05:25 AM,Internet,Santa Clara,California,95051,Open,No,June,Open
1820,374393,Comcast pricing practices,2015-06-30,30-Jun-15,11:54:33 AM,Customer Care Call,Santa Clara,California,95054,Open,No,June,Open
1821,360315,Pricing and lies,2015-06-23,23-Jun-15,10:15:10 PM,Customer Care Call,Santa Cruz,California,95060,Solved,No,June,Closed
1822,360375,Charge for service they won't deliver,2015-06-23,23-Jun-15,10:36:45 PM,Customer Care Call,Santa Cruz,California,95065,Open,No,June,Open
1823,361828,"Comcast throttles Santa Cruz CA to 30Mbits, claims we get 50Mbits",2015-06-24,24-Jun-15,1:05:46 PM,Internet,Santa Cruz,California,95062,Solved,No,June,Closed
1824,362758,"Comcast Misrepresenting Speeds in Santa Cruz, CA",2015-06-24,24-Jun-15,4:43:36 PM,Customer Care Call,Santa Cruz,California,95062,Solved,No,June,Closed
1825,363269,Comcast wrong advertised speeds,2015-06-24,24-Jun-15,7:26:03 PM,Customer Care Call,Santa Cruz,California,95060,Open,No,June,Open
1826,366448,Misrepresented Internet Speed,2015-06-25,25-Jun-15,5:08:03 PM,Customer Care Call,Santa Cruz,California,95060,Solved,No,June,Closed
1827,373541,Being charged for internet speeds that equipment can not deliver,2015-06-29,29-Jun-15,7:31:48 PM,Customer Care Call,Santa Cruz,California,95060,Open,No,June,Open
1828,215057,Huge number of lies from Comcast,2015-04-02,04-Feb-15,5:35:48 PM,Customer Care Call,Santa Fe,New Mexico,87507,Closed,No,April,Closed
1829,329212,Comcast Internet and TV,2015-06-08,06-Aug-15,6:03:14 PM,Customer Care Call,Santa Fe,New Mexico,87507,Solved,No,June,Closed
1830,343521,Poor internet reception,2015-06-16,16-Jun-15,2:34:55 PM,Customer Care Call,Santa Fe,New Mexico,87501,Open,No,June,Open
1831,360587,Overcharging and shitty service,2015-06-24,24-Jun-15,12:06:22 AM,Internet,Santa Fe,New Mexico,87505,Solved,No,June,Closed
1832,373570,Comcast bait and switch,2015-06-29,29-Jun-15,7:47:55 PM,Internet,Santa Fe,New Mexico,87505,Solved,No,June,Closed
1833,331416,Comcast Issues,2015-06-09,06-Sep-15,7:00:18 PM,Internet,Santa Fe,Texas,77510,Closed,No,June,Closed
1834,373855,Throttled connection at peak time,2015-06-30,30-Jun-15,12:00:57 AM,Customer Care Call,Santa Maria,California,93458,Pending,No,June,Open
1835,349270,Comcast,2015-06-18,18-Jun-15,2:54:44 PM,Internet,Santa Rosa,California,95403,Solved,No,June,Closed
1836,359612,Price manipulation,2015-06-23,23-Jun-15,5:58:13 PM,Customer Care Call,Santa Rosa,California,95407,Solved,No,June,Closed
1837,361718,charges for internet service are bogus,2015-06-24,24-Jun-15,12:39:35 PM,Customer Care Call,Sarasota,Florida,34237,Solved,No,June,Closed
1838,316973,EXTREMELY slow Comcast Internet Connection...Have tried to have fixed but no one comes,2015-06-01,06-Jan-15,2:34:34 PM,Internet,Sarasota,Florida,34232,Closed,No,June,Closed
1839,213120,Data Overages,2015-04-01,04-Jan-15,8:05:57 PM,Internet,Savannah,Georgia,31406,Closed,No,April,Closed
1840,215649,Internet service disconnected accidentally by Comcast personnel. Poor service.,2015-04-03,04-Mar-15,12:04:28 AM,Internet,Savannah,Georgia,31405,Closed,No,April,Closed
1841,230442,Intenet Advertised rate versus customer service phone quote with Comcast XFINITY,2015-04-11,04-Nov-15,12:42:17 PM,Internet,Savannah,Georgia,31419,Closed,No,April,Closed
1842,257104,Comcast,2015-04-25,25-Apr-15,4:01:38 PM,Customer Care Call,Savannah,Georgia,31406,Closed,No,April,Closed
1843,306396,Customer Service & Billing,2015-05-26,26-May-15,8:47:55 AM,Internet,Savannah,Georgia,31410,Solved,No,May,Closed
1844,308746,Service issues,2015-05-27,27-May-15,9:16:59 AM,Internet,Savannah,Georgia,31419,Open,No,May,Open
1845,336532,Billing & Customer Service Issues,2015-06-12,06-Dec-15,11:17:31 AM,Internet,Savannah,Georgia,31406,Solved,No,June,Closed
1846,359832,Outrageous billing costs and Data caps,2015-06-23,23-Jun-15,7:09:44 PM,Internet,Savannah,Georgia,31401,Pending,No,June,Open
1847,365373,Falsifying Plan Rates and Charges,2015-06-25,25-Jun-15,2:13:31 PM,Internet,Savannah,Georgia,31401,Open,No,June,Open
1848,369310,comcast data cap,2015-06-26,26-Jun-15,8:10:39 PM,Internet,Savannah,Georgia,31419,Solved,No,June,Closed
1849,371792,Bait and switch service,2015-06-29,29-Jun-15,11:13:48 AM,Customer Care Call,Savannah,Georgia,31401,Pending,No,June,Open
1850,373607,Unable to change my service,2015-06-29,29-Jun-15,8:21:12 PM,Customer Care Call,Savannah,Georgia,31410,Open,No,June,Open
1851,358520,Comcast bill and service disclosure,2015-06-23,23-Jun-15,2:05:40 PM,Customer Care Call,Scappoose,Oregon,97056,Solved,No,June,Closed
1852,211255,Comcast harassment,2015-04-01,04-Jan-15,12:18:47 AM,Customer Care Call,Schaumburg,Illinois,60193,Closed,No,April,Closed
1853,284663,Complaint regarding billing practices,2015-05-11,05-Nov-15,9:39:36 PM,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,May,Closed
1854,328348,Complaint against Comcast for provisioning of Internet Service ar Residential Address,2015-06-08,06-Aug-15,1:18:19 PM,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,June,Closed
1855,353209,Install Gone Bad,2015-06-19,19-Jun-15,9:35:48 PM,Internet,Schaumburg,Illinois,60173,Solved,No,June,Closed
1856,360692,Comcast's unfair pricing,2015-06-24,24-Jun-15,1:11:15 AM,Customer Care Call,Schaumburg,Illinois,60193,Solved,No,June,Closed
1857,263241,needed tech suport,2015-04-29,29-Apr-15,6:53:14 AM,Customer Care Call,Scituate,Massachusetts,2066,Closed,No,April,Closed
1858,277390,Speed Misrepresentation,2015-05-06,05-Jun-15,9:59:29 PM,Customer Care Call,Scotts Valley,California,95066,Closed,No,May,Closed
1859,347759,Fraudulent advertising,2015-06-18,18-Jun-15,1:32:54 AM,Internet,Scotts Valley,California,95066,Open,No,June,Open
1860,319255,Deceptive sales practices,2015-06-02,06-Feb-15,4:02:04 PM,Customer Care Call,Scranton,Pennsylvania,18510,Closed,No,June,Closed
1861,325642,Comcast Trespassing,2015-06-05,06-May-15,3:02:15 PM,Internet,Scranton,Pennsylvania,18509,Closed,No,June,Closed
1862,218949,Internet issues and Customer Service issues,2015-04-06,04-Jun-15,10:32:55 AM,Customer Care Call,Seabrook,Texas,77586,Closed,No,April,Closed
1863,364450,Complaints against Comcat,2015-06-25,25-Jun-15,12:07:17 PM,Internet,Seaford,Delaware,19973,Solved,No,June,Closed
1864,233754,charge for equipment from comcast i was not made aware when i ordered it,2015-04-14,14-Apr-15,2:06:21 AM,Internet,Seatac,Washington,98168,Closed,No,April,Closed
1865,320969,XFINITY is charging me more money for my account than what it should be,2015-06-03,06-Mar-15,1:17:41 PM,Internet,Seatac,Washington,98188,Solved,No,June,Closed
1866,359028,Comcast,2015-06-23,23-Jun-15,3:40:51 PM,Internet,Seattle,North Carolina,98144,Solved,No,June,Closed
1867,231061,Failure of service from Comcast,2015-04-12,04-Dec-15,5:51:48 AM,Customer Care Call,Seattle,Washington,98136,Closed,No,April,Closed
1868,231062,Failure of service from Comcast,2015-04-12,04-Dec-15,5:51:50 AM,Internet,Seattle,Washington,98136,Closed,No,April,Closed
1869,238513,Comcast.,2015-04-16,16-Apr-15,3:21:48 AM,Internet,Seattle,Washington,98178,Closed,No,April,Closed
1870,229036,Internet speeds less than what we are paying for after canceling cable tv service,2015-04-10,04-Oct-15,2:29:39 PM,Customer Care Call,Seattle,Washington,98107,Closed,No,April,Closed
1871,305301,ComCast continues to bill me though I canceled months ago,2015-05-24,24-May-15,1:04:12 PM,Internet,Seattle,Washington,98109,Solved,No,May,Closed
1872,321676,Billing & Internet Service Issues with Comcast in Seattle WA,2015-06-03,06-Mar-15,4:38:14 PM,Internet,Seattle,Washington,98117,Closed,No,June,Closed
1873,326414,Comcast repeatedly failing to install Internet service,2015-06-05,06-May-15,10:06:10 PM,Customer Care Call,Seattle,Washington,98112,Solved,No,June,Closed
1874,344732,Slow Internet Speed,2015-06-17,17-Jun-15,12:35:46 AM,Internet,Seattle,Washington,98103,Solved,No,June,Closed
1875,359984,Comcast's egregious billing techniques,2015-06-23,23-Jun-15,7:57:52 PM,Internet,Seattle,Washington,98125,Open,No,June,Open
1876,360176,Comcast's unfair billing practices,2015-06-23,23-Jun-15,9:23:05 PM,Internet,Seattle,Washington,98106,Solved,No,June,Closed
1877,360526,Slow Internet,2015-06-23,23-Jun-15,11:29:52 PM,Customer Care Call,Seattle,Washington,98012,Open,No,June,Open
1878,366821,"slow routing, dropped packets",2015-06-25,25-Jun-15,7:01:59 PM,Internet,Seattle,Washington,98109,Solved,Yes,June,Closed
1879,372108,Comcast Re-Escalation of Case # ESL01877347 - ORR,2015-06-29,29-Jun-15,12:42:54 PM,Internet,Seattle,Washington,98178,Open,No,June,Open
1880,239267,Comcast No Show's,2015-04-16,16-Apr-15,1:21:43 PM,Internet,Sebring,Florida,33870,Closed,Yes,April,Closed
1881,268873,Fraudulent Billing,2015-05-01,05-Jan-15,2:42:34 PM,Customer Care Call,Secaucus,New Jersey,7094,Solved,No,May,Closed
1882,306934,Internet Connectivity,2015-05-26,26-May-15,12:09:32 PM,Internet,Secaucus,New Jersey,7094,Solved,No,May,Closed
1883,260733,Data Usage Meter,2015-04-28,28-Apr-15,9:35:30 AM,Customer Care Call,Senatobia,Mississippi,38668,Closed,No,April,Closed
1884,316257,Comcast Data Usage Meter,2015-06-01,06-Jan-15,9:44:42 AM,Customer Care Call,Senatobia,Mississippi,38668,Open,No,June,Open
1885,376228,Comcast/Xfinity Internet Data Cap,2015-06-30,30-Jun-15,10:06:30 PM,Internet,Senoia,Georgia,30276,Pending,No,June,Open
1886,371378,"threat of shutting off service of phone,internet and TV",2015-06-28,28-Jun-15,11:02:02 PM,Internet,Sharon,Connecticut,6069,Pending,No,June,Open
1887,256671,Comcast Data usage plan limit,2015-04-25,25-Apr-15,9:35:16 AM,Customer Care Call,Sharpsburg,Georgia,30277,Closed,No,April,Closed
